Price,Close,High,Low,Open,Volume
Ticker,^INDIAVIX,^INDIAVIX,^INDIAVIX,^INDIAVIX,^INDIAVIX
Date,,,,,
2008-03-03,35.7599983215332,41.540000915527344,28.489999771118164,28.489999771118164,0
2008-03-04,38.08000183105469,51.06999969482422,30.59000015258789,38.08000183105469,0
2008-03-05,35.5099983215332,38.7599983215332,27.950000762939453,38.08000183105469,0
2008-03-07,35.20000076293945,39.34000015258789,27.049999237060547,36.95000076293945,0
2008-03-10,32.58000183105469,47.95000076293945,25.329999923706055,25.329999923706055,0
2008-03-11,32.689998626708984,37.540000915527344,29.75,30.719999313354492,0
2008-03-12,32.36000061035156,34.060001373291016,24.059999465942383,31.190000534057617,0
2008-03-13,34.150001525878906,37.83000183105469,25.280000686645508,37.83000183105469,0
2008-03-14,31.110000610351562,37.81999969482422,29.06999969482422,36.31999969482422,0
2008-03-17,33.43000030517578,38.54999923706055,28.229999542236328,33.45000076293945,0
2008-03-18,37.84000015258789,49.029998779296875,31.780000686645508,31.780000686645508,0
2008-03-19,35.4900016784668,41.84000015258789,30.040000915527344,37.84000015258789,0
2008-03-24,35.209999084472656,39.040000915527344,29.6299991607666,35.4900016784668,0
2008-03-25,33.29999923706055,36.02000045776367,30.459999084472656,35.209999084472656,0
2008-03-26,37.18000030517578,45.810001373291016,28.079999923706055,33.29999923706055,0
2008-03-27,37.279998779296875,39.40999984741211,27.399999618530273,37.18000030517578,0
2008-03-28,33.06999969482422,46.150001525878906,28.43000030517578,46.150001525878906,0
2008-03-31,35.13999938964844,37.91999816894531,28.56999969482422,33.06999969482422,0
2008-04-01,35.099998474121094,38.380001068115234,28.59000015258789,31.239999771118164,0
2008-04-02,33.619998931884766,38.40999984741211,27.6299991607666,35.099998474121094,0
2008-04-03,36.68000030517578,37.22999954223633,30.280000686645508,33.619998931884766,0
2008-04-04,36.93000030517578,37.22999954223633,30.329999923706055,36.68000030517578,0
2008-04-07,30.989999771118164,36.93000030517578,22.489999771118164,36.93000030517578,0
2008-04-08,31.399999618530273,33.709999084472656,26.770000457763672,30.989999771118164,0
2008-04-09,38.2400016784668,39.36000061035156,28.3700008392334,31.399999618530273,0
2008-04-10,30.520000457763672,38.2400016784668,28.450000762939453,38.2400016784668,0
2008-04-11,33.83000183105469,34.7599983215332,21.34000015258789,30.520000457763672,0
2008-04-15,30.229999542236328,42.41999816894531,23.969999313354492,23.969999313354492,0
2008-04-16,27.940000534057617,31.8700008392334,24.010000228881836,30.229999542236328,0
2008-04-17,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0
2008-04-21,27.100000381469727,27.100000381469727,27.100000381469727,27.100000381469727,0
2008-04-22,39.619998931884766,39.619998931884766,39.619998931884766,39.619998931884766,0
2008-04-23,32.369998931884766,32.369998931884766,32.369998931884766,32.369998931884766,0
2008-04-24,28.729999542236328,28.729999542236328,28.729999542236328,28.729999542236328,0
2008-04-25,27.399999618530273,27.399999618530273,27.399999618530273,27.399999618530273,0
2008-04-28,27.6200008392334,27.6200008392334,27.6200008392334,27.6200008392334,0
2008-04-29,26.15999984741211,27.6200008392334,25.56999969482422,27.6200008392334,0
2008-04-30,26.15999984741211,26.15999984741211,22.489999771118164,26.15999984741211,0
2008-05-02,24.209999084472656,26.020000457763672,22.43000030517578,25.15999984741211,0
2008-05-05,25.06999969482422,26.90999984741211,19.950000762939453,24.209999084472656,0
2008-05-06,24.90999984741211,28.5,23.059999465942383,25.06999969482422,0
2008-05-07,25.059999465942383,30.18000030517578,22.200000762939453,24.90999984741211,0
2008-05-08,25.940000534057617,27.25,23.639999389648438,25.059999465942383,0
2008-05-09,27.530000686645508,30.809999465942383,23.3799991607666,25.940000534057617,0
2008-05-12,31.5,32.11000061035156,19.059999465942383,27.530000686645508,0
2008-05-13,33.43000030517578,33.529998779296875,26.09000015258789,31.5,0
2008-05-14,29.219999313354492,33.43000030517578,24.790000915527344,33.43000030517578,0
2008-05-15,29.020000457763672,30.079999923706055,15.850000381469727,29.219999313354492,0
2008-05-16,23.25,30.75,22.3799991607666,29.020000457763672,0
2008-05-20,24.989999771118164,28.670000076293945,11.739999771118164,28.670000076293945,0
2008-05-21,27.860000610351562,30.530000686645508,8.739999771118164,30.530000686645508,0
2008-05-22,34.86000061035156,35.790000915527344,24.1299991607666,27.860000610351562,0
2008-05-23,34.029998779296875,40.0099983215332,24.729999542236328,34.86000061035156,0
2008-05-26,33.0099983215332,34.029998779296875,25.06999969482422,34.029998779296875,0
2008-05-27,28.59000015258789,34.150001525878906,25.600000381469727,33.0099983215332,0
2008-05-28,32.630001068115234,41.619998931884766,23.559999465942383,28.59000015258789,0
2008-05-29,28.079999923706055,38.439998626708984,25.670000076293945,32.630001068115234,0
2008-05-30,26.68000030517578,35.470001220703125,26.59000015258789,28.079999923706055,0
2008-06-02,29.489999771118164,29.489999771118164,25.020000457763672,26.68000030517578,0
2008-06-03,28.489999771118164,42.68000030517578,27.100000381469727,42.68000030517578,0
2008-06-04,29.81999969482422,32.66999816894531,26.170000076293945,28.489999771118164,0
2008-06-05,30.31999969482422,38.790000915527344,25.309999465942383,29.81999969482422,0
2008-06-09,32.43000030517578,35.290000915527344,19.360000610351562,32.869998931884766,0
2008-06-10,30.229999542236328,33.22999954223633,25.290000915527344,25.989999771118164,0
2008-06-11,29.639999389648438,39.11000061035156,19.530000686645508,19.530000686645508,0
2008-06-12,29.229999542236328,37.36000061035156,27.8700008392334,29.639999389648438,0
2008-06-13,30.700000762939453,41.18000030517578,16.719999313354492,31.40999984741211,0
2008-06-16,29.020000457763672,38.63999938964844,14.470000267028809,14.470000267028809,0
2008-06-17,28.959999084472656,37.79999923706055,13.770000457763672,30.700000762939453,0
2008-06-18,31.81999969482422,34.439998626708984,22.280000686645508,24.760000228881836,0
2008-06-19,32.31999969482422,44.29999923706055,31.610000610351562,31.81999969482422,0
2008-06-20,28.190000534057617,57.849998474121094,22.459999084472656,32.31999969482422,0
2008-06-23,31.1200008392334,48.20000076293945,28.190000534057617,28.190000534057617,0
2008-06-24,34.04999923706055,67.5199966430664,29.950000762939453,31.1200008392334,0
2008-06-25,36.459999084472656,53.15999984741211,33.130001068115234,34.04999923706055,0
2008-06-26,32.849998474121094,47.709999084472656,31.709999084472656,36.459999084472656,0
2008-06-27,32.20000076293945,62.029998779296875,31.649999618530273,32.849998474121094,0
2008-06-30,30.959999084472656,64.38999938964844,30.81999969482422,32.20000076293945,0
2008-07-01,31.420000076293945,56.63999938964844,30.959999084472656,30.959999084472656,0
2008-07-02,35.380001068115234,56.209999084472656,31.420000076293945,31.420000076293945,0
2008-07-03,36.2599983215332,59.810001373291016,33.81999969482422,35.380001068115234,0
2008-07-04,35.66999816894531,57.7599983215332,35.040000915527344,36.2599983215332,0
2008-07-07,37.290000915527344,37.310001373291016,32.09000015258789,35.66999816894531,0
2008-07-08,36.040000915527344,49.15999984741211,32.77000045776367,37.290000915527344,0
2008-07-09,34.27000045776367,77.68000030517578,30.270000457763672,36.040000915527344,0
2008-07-10,32.16999816894531,40.4900016784668,28.690000534057617,34.27000045776367,0
2008-07-11,33.0099983215332,36.61000061035156,29.829999923706055,32.16999816894531,0
2008-07-14,31.510000228881836,55.709999084472656,30.610000610351562,38.47999954223633,0
2008-07-15,49.77000045776367,49.79999923706055,24.350000381469727,31.510000228881836,0
2008-07-16,31.100000381469727,54.880001068115234,30.65999984741211,40.0099983215332,0
2008-07-17,35.34000015258789,53.59000015258789,25.420000076293945,34.93000030517578,0
2008-07-18,36.25,45.5099983215332,25.34000015258789,35.34000015258789,0
2008-07-21,40.47999954223633,49.810001373291016,31.989999771118164,36.619998931884766,0
2008-07-22,35.54999923706055,48.84000015258789,34.04999923706055,35.77000045776367,0
2008-07-23,37.77000045776367,37.81999969482422,10.15999984741211,35.54999923706055,0
2008-07-24,40.290000915527344,51.650001525878906,29.34000015258789,39.83000183105469,0
2008-07-25,42.290000915527344,52.0099983215332,29.190000534057617,40.290000915527344,0
2008-07-28,54.060001373291016,55.20000076293945,33.540000915527344,42.290000915527344,0
2008-07-29,61.72999954223633,63.220001220703125,32.290000915527344,54.060001373291016,0
2008-07-30,51.720001220703125,61.72999954223633,34.689998626708984,61.72999954223633,0
2008-07-31,39.060001373291016,53.9900016784668,37.900001525878906,41.689998626708984,0
2008-08-01,38.4900016784668,41.93000030517578,35.099998474121094,40.2599983215332,0
2008-08-04,40.2400016784668,44.93000030517578,31.729999542236328,38.4900016784668,0
2008-08-05,35.65999984741211,40.619998931884766,33.15999984741211,40.2400016784668,0
2008-08-06,34.91999816894531,42.06999969482422,31.670000076293945,35.65999984741211,0
2008-08-07,35.66999816894531,45.529998779296875,27.280000686645508,34.91999816894531,0
2008-08-08,35.13999938964844,41.599998474121094,29.829999923706055,29.829999923706055,0
2008-08-11,31.3700008392334,37.650001525878906,21.6200008392334,21.6200008392334,0
2008-08-12,33.88999938964844,42.5099983215332,27.18000030517578,27.18000030517578,0
2008-08-13,34.7599983215332,48.02000045776367,18.959999084472656,19.510000228881836,0
2008-08-14,35.2400016784668,47.65999984741211,27.56999969482422,31.920000076293945,0
2008-08-19,34.91999816894531,61.9900016784668,27.049999237060547,29.549999237060547,0
2008-08-20,33.95000076293945,37.029998779296875,11.100000381469727,36.11000061035156,0
2008-08-21,36.54999923706055,73.22000122070312,32.439998626708984,33.95000076293945,0
2008-08-22,35.7599983215332,79.7699966430664,32.560001373291016,36.54999923706055,0
2008-08-25,45.11000061035156,45.56999969482422,33.349998474121094,35.7599983215332,0
2008-08-26,33.900001525878906,45.2599983215332,28.559999465942383,45.11000061035156,0
2008-08-27,32.79999923706055,76.5199966430664,31.760000228881836,33.900001525878906,0
2008-08-28,33.310001373291016,73.29000091552734,28.389999389648438,32.79999923706055,0
2008-08-29,31.670000076293945,33.310001373291016,28.200000762939453,28.200000762939453,0
2008-09-01,31.280000686645508,49.70000076293945,29.469999313354492,49.70000076293945,0
2008-09-02,30.450000762939453,42.5099983215332,24.700000762939453,42.5099983215332,0
2008-09-04,31.229999542236328,32.7599983215332,23.59000015258789,23.59000015258789,0
2008-09-05,32.650001525878906,57.88999938964844,28.639999389648438,30.709999084472656,0
2008-09-08,30.770000457763672,56.189998626708984,28.860000610351562,38.27000045776367,0
2008-09-09,30.360000610351562,40.439998626708984,27.43000030517578,40.439998626708984,0
2008-09-10,32.119998931884766,33.790000915527344,26.34000015258789,30.09000015258789,0
2008-09-11,32.72999954223633,37.560001373291016,28.399999618530273,30.299999237060547,0
2008-09-12,30.43000030517578,58.11000061035156,27.510000228881836,32.72999954223633,0
2008-09-15,33.119998931884766,63.31999969482422,32.20000076293945,39.7599983215332,0
2008-09-16,34.900001525878906,53.619998931884766,33.119998931884766,53.619998931884766,0
2008-09-17,33.9900016784668,66.08999633789062,30.610000610351562,33.27000045776367,0
2008-09-18,39.560001373291016,68.33000183105469,29.8799991607666,54.290000915527344,0
2008-09-19,39.119998931884766,50.08000183105469,38.08000183105469,39.560001373291016,0
